"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"1807","Murcia","2008","2","15",2008-02-15,1153708,11061379.5,29063623.45,2.62748633206193,9.58767686450991
"1808","Navarra","2008","2","15",2008-02-15,527520,6179257,15708785.45,2.54218030581994,11.7137871549894
"1809","Ourense","2008","2","15",2008-02-15,307996,1862578,4778584.8,2.56557566985114,6.04740970661957
"1810","Palencia","2008","2","15",2008-02-15,154848,991132.5,2556238.45,2.57910869636502,6.4006800216987
"1811","Pontevedra","2008","2","15",2008-02-15,816864,5574443.5,14349458.2,2.57415080088264,6.82420023406589
"1812","Rioja (La)","2008","2","15",2008-02-15,273049,1872451.5,4862911.4,2.59708270147451,6.85756585814268
"1813","Salamanca","2008","2","15",2008-02-15,312250,2169636.5,5563164.4,2.56409974666263,6.94839551641313
"1814","Segovia","2008","2","15",2008-02-15,142172,982428,2574678.8,2.62073027234566,6.91013701713418
"1815","Sevilla","2008","2","15",2008-02-15,1517064,12872822,33069209.9,2.56891689328105,8.48535196933023
"1816","Soria","2008","2","15",2008-02-15,84971,499717.5,1306728.9,2.6149352384097,5.88103588283061
"1817","Tarragona","2008","2","15",2008-02-15,659787,5478540.5,14364560.9,2.62196855166079,8.30349870488506
"1818","Teruel","2008","2","15",2008-02-15,129211,948843.5,2476775,2.61030928704259,7.34336472900914
"1819","Toledo","2008","2","15",2008-02-15,558201,5015089.25,12921538.4,2.57653209262427,8.98437883486414
"1820","Valencia/València","2008","2","15",2008-02-15,2131795,18895307.5,48307119.5999999,2.55656699950503,8.86356685328561
"1821","Valladolid","2008","2","15",2008-02-15,459138,3329280,8576692.9,2.57614045679546,7.25115324804307
"1822","Vizcaya","2008","2","15",2008-02-15,1008416,6728500.25,17527044.7,2.60489619510678,6.67234578784946
"1823","Zamora","2008","2","15",2008-02-15,179667,1091817.25,2813300.3,2.57671354798617,6.07689364212682
"1824","Zaragoza","2008","2","15",2008-02-15,832165,7003065.5,18080988.1,2.58186762639875,8.41547709889265
"1825","Álava","2008","3","15",2008-03-15,271299,1739525.5,4489949.2,2.58113445304481,6.41183896733862
"1826","Albacete","2008","3","15",2008-03-15,330270,2657688.5,6868113.5,2.58424322489261,8.04701759166742
"1827","Alicante/Alacant","2008","3","15",2008-03-15,1530226,20058844.5,52463338.5,2.61547161901574,13.1084196059928
"1828","Almería","2008","3","15",2008-03-15,537974,6053310,16007915.4,2.64448960981678,11.2520493555451
"1829","Asturias","2008","3","15",2008-03-15,971694,7750197,19899586.5,2.56762331331707,7.97596465553971
"1830","Ávila","2008","3","15",2008-03-15,153661,1341833,3476285.9,2.59069936422789,8.7324239722506
"1831","Badajoz","2008","3","15",2008-03-15,565955,5223916,13221910.4,2.53103426624777,9.23026742408849
"1832","Balears (Illes)","2008","3","15",2008-03-15,882997,9643938.5,25473288.3,2.64137813612146,10.9218247627115
"1833","Barcelona","2008","3","15",2008-03-15,4591604,36240830.55,94765308.5,2.61487684089514,7.89284758659502
"1834","Burgos","2008","3","15",2008-03-15,329540,2426192.5,6274773.7,2.58626374452975,7.36236117011592
"1835","Cáceres","2008","3","15",2008-03-15,350565,3296315,8387786.3,2.54459488853462,9.40286394819791
"1836","Cádiz","2008","3","15",2008-03-15,979180,7709044,19746465.4,2.56146746600487,7.87295900651566
"1837","Cantabria","2008","3","15",2008-03-15,507396,4403971,11444327.1,2.59863816087799,8.67955403668929
"1838","Castellón/Castelló","2008","3","15",2008-03-15,497519,4331388,11154390.4,2.57524617974654,8.70597504818911
"1839","Ciudad Real","2008","3","15",2008-03-15,436812,4037182.5,10376123.3,2.57013976950509,9.2423800170325
"1840","Córdoba","2008","3","15",2008-03-15,655281,6291605.5,16093013,2.55785474788589,9.6013855124748
"1841","Coruña (A)","2008","3","15",2008-03-15,1003599,7258888,18634278.95,2.56709828695525,7.23285694784471
"1842","Cuenca","2008","3","15",2008-03-15,187310,1675474,4321397.7,2.57920904770829,8.94492552453153
"1843","Girona","2008","3","15",2008-03-15,610434,15046694.75,38440582.25,2.55475258112749,24.649175422732
"1844","Granada","2008","3","15",2008-03-15,739823,7049769,18314012,2.59781731855327,9.52899409723677
"1845","Guadalajara","2008","3","15",2008-03-15,202163,1699192.5,4397619.6,2.5880643894085,8.405061757097
"1846","Guipúzcoa","2008","3","15",2008-03-15,605102,8154148,20819733,2.55326896200559,13.4756586492856
"1847","Huelva","2008","3","15",2008-03-15,416526,4801896,12281004.2,2.55753231640169,11.528442402155
"1848","Huesca","2008","3","15",2008-03-15,198505,1990442.5,5161355.5,2.59306938030111,10.0271655625803
"1849","Jaén","2008","3","15",2008-03-15,543630,4996361,12811151.75,2.56409649943229,9.1907381858985
"1850","León","2008","3","15",2008-03-15,446747,3383480.5,8744853,2.58457319319559,7.57359422670997
"1851","Lleida","2008","3","15",2008-03-15,365879,4997818.5,12750513.6,2.55121581546029,13.6597577341143
"1852","Lugo","2008","3","15",2008-03-15,326627,1977072.5,5100805.65,2.57997905994848,6.05299776197314
"1853","Madrid","2008","3","15",2008-03-15,5277397,41765098.05,108535361,2.59870959407457,7.91395797018871
"1854","Málaga","2008","3","15",2008-03-15,1263147,14467906.75,38057159,2.63045371093507,11.4538582999445
"1855","Murcia","2008","3","15",2008-03-15,1153708,11476468,30162598.75,2.62821268268251,9.94746330960694
"1856","Navarra","2008","3","15",2008-03-15,527520,6359137,16210005.15,2.549088838627,12.0547789657264
"1857","Ourense","2008","3","15",2008-03-15,307996,1882242.5,4831820.6,2.56705530769813,6.11125631501708
"1858","Palencia","2008","3","15",2008-03-15,154848,1214492.5,3124699.9,2.57284413036721,7.84312680822484
"1859","Pontevedra","2008","3","15",2008-03-15,816864,5696480.5,14649527.35,2.57168041740861,6.97359719610608
"1860","Rioja (La)","2008","3","15",2008-03-15,273049,2026756,5252818.9,2.59173718987387,7.42268237569081
"1861","Salamanca","2008","3","15",2008-03-15,312250,2361548,6054764.8,2.56389656276307,7.56300400320256
"1862","Segovia","2008","3","15",2008-03-15,142172,1123804,2940387.55,2.61645940929201,7.90453816503953
"1863","Sevilla","2008","3","15",2008-03-15,1517064,14534388.25,37351214.55,2.56985116315439,9.58060322438605
"1864","Soria","2008","3","15",2008-03-15,84971,594248,1555733.5,2.61798693474778,6.9935389721199
"1865","Tarragona","2008","3","15",2008-03-15,659787,6274849.5,16409563.6,2.61513261792175,9.51041699821306
"1866","Teruel","2008","3","15",2008-03-15,129211,968222.5,2520190.05,2.60290382634157,7.49334421991936
"1867","Toledo","2008","3","15",2008-03-15,558201,5119107.25,13199405,2.5784583825627,9.17072389694752
"1868","Valencia/València","2008","3","15",2008-03-15,2131795,19167867.25,49015013.6000001,2.55714488005963,8.99142143123518
"1869","Valladolid","2008","3","15",2008-03-15,459138,3500913,9007100.1,2.57278604181252,7.62496896357958
"1870","Vizcaya","2008","3","15",2008-03-15,1008416,6612282.25,17186664.3,2.59920306638453,6.5570977156253
"1871","Zamora","2008","3","15",2008-03-15,179667,1239751.5,3189313.5,2.57254256195697,6.90027383993722
"1872","Zaragoza","2008","3","15",2008-03-15,832165,7037381.5,18103280.9,2.57244557510489,8.45671411318669
"1873","Álava","2008","4","15",2008-04-15,271299,2344322,6063782.5,2.58658260256057,8.64110077810829
"1874","Albacete","2008","4","15",2008-04-15,330270,3386653.5,8767421.8,2.5888157143918,10.2541965664456
"1875","Alicante/Alacant","2008","4","15",2008-04-15,1530226,22672586,59141341.9,2.6084956475631,14.8164950798117
"1876","Almería","2008","4","15",2008-04-15,537974,6246824.5,16443876.3,2.632357656278,11.6117591184704
"1877","Asturias","2008","4","15",2008-04-15,971694,8290294.25,21290078.35,2.56807270140019,8.53179524624007
"1878","Ávila","2008","4","15",2008-04-15,153661,1379304.5,3569824.2,2.58813351221576,8.97628220563448
"1879","Badajoz","2008","4","15",2008-04-15,565955,5919520,14949588.7,2.52547312957807,10.4593474746225
"1880","Balears (Illes)","2008","4","15",2008-04-15,882997,12914304.5,34156052.5,2.64482322683347,14.6255361003492
"1881","Barcelona","2008","4","15",2008-04-15,4591604,41611352.25,108829999.35,2.615392037638,9.06248715045984
"1882","Burgos","2008","4","15",2008-04-15,329540,2809191,7229458.8,2.57350205094634,8.52458275171451
"1883","Cáceres","2008","4","15",2008-04-15,350565,3497268.5,8890461.7,2.54211585413016,9.97609145236975
"1884","Cádiz","2008","4","15",2008-04-15,979180,7861841,20086344.7,2.55491617039826,8.02900488163565
"1885","Cantabria","2008","4","15",2008-04-15,507396,4811754,12498504.3,2.59749444797053,9.48323203178582
"1886","Castellón/Castelló","2008","4","15",2008-04-15,497519,5291072.5,13639890.3,2.57790652084242,10.6349154504652
"1887","Ciudad Real","2008","4","15",2008-04-15,436812,4399286,11302283.8,2.56911776138219,10.0713487724696
"1888","Córdoba","2008","4","15",2008-04-15,655281,6152325.25,15709763.3,2.55346761779215,9.38883509517291
"1889","Coruña (A)","2008","4","15",2008-04-15,1003599,7935012.25,20377056.9,2.56799312439625,7.90655655296588
"1890","Cuenca","2008","4","15",2008-04-15,187310,1825243,4702797,2.5765320014924,9.744503763814
"1891","Girona","2008","4","15",2008-04-15,610434,17147977.5,44108682.5,2.57223818377415,28.0914521471609
"1892","Granada","2008","4","15",2008-04-15,739823,7507240.5,19479842.9,2.59480735964167,10.1473467302314
"1893","Guadalajara","2008","4","15",2008-04-15,202163,1883335.5,4876297.8,2.58918169386177,9.31592576287451
"1894","Guipúzcoa","2008","4","15",2008-04-15,605102,9995490.5,25471427.1,2.54829186221527,16.5186869321205
"1895","Huelva","2008","4","15",2008-04-15,416526,5491525.5,14010184.8,2.5512373201217,13.184112156264
"1896","Huesca","2008","4","15",2008-04-15,198505,2241795,5798191.2,2.58640562584893,11.2933931135236
"1897","Jaén","2008","4","15",2008-04-15,543630,5247365,13421629.5,2.55778462142428,9.65245663410776
"1898","León","2008","4","15",2008-04-15,446747,3631263.5,9384514.4,2.58436613041163,8.12823253429794
"1899","Lleida","2008","4","15",2008-04-15,365879,5793793.5,14787367.05,2.55227719973106,15.8352720434898
"1900","Lugo","2008","4","15",2008-04-15,326627,2182846.5,5620803.2,2.57498784270905,6.68299466976092
"1901","Madrid","2008","4","15",2008-04-15,5277397,47530911.4,123527998.65,2.59889816987604,9.00650669259864
"1902","Málaga","2008","4","15",2008-04-15,1263147,14171449.75,37200406.7,2.62502477560562,11.2191611506816
"1903","Murcia","2008","4","15",2008-04-15,1153708,13672467.85,35957874.35,2.62994762500027,11.850891083359
"1904","Navarra","2008","4","15",2008-04-15,527520,7906189.5,20050982.05,2.53611199807442,14.9874687215651
"1905","Ourense","2008","4","15",2008-04-15,307996,2100353,5382279.2,2.5625593412155,6.81941648592839
"1906","Palencia","2008","4","15",2008-04-15,154848,1293647.5,3321778.1,2.56776138785875,8.35430551250258
"1907","Pontevedra","2008","4","15",2008-04-15,816864,6258759,16105316,2.5732443124907,7.6619351568927
"1908","Rioja (La)","2008","4","15",2008-04-15,273049,2321852,6006477.25,2.58693372790342,8.50342612498123
"1909","Salamanca","2008","4","15",2008-04-15,312250,2624313,6730946.85,2.56484148422844,8.40452522017614
"1910","Segovia","2008","4","15",2008-04-15,142172,1182611,3087441.4,2.61069903797614,8.31817094786597
"1911","Sevilla","2008","4","15",2008-04-15,1517064,15300756,39314641.05,2.56945742092744,10.0857682998212
"1912","Soria","2008","4","15",2008-04-15,84971,631844,1643885.7,2.60172716683232,7.43599581033529
"1913","Tarragona","2008","4","15",2008-04-15,659787,7065784.25,18502932.25,2.61866646296198,10.7091898597578
"1914","Teruel","2008","4","15",2008-04-15,129211,1186138,3089219.4,2.60443506573434,9.17985310848148
"1915","Toledo","2008","4","15",2008-04-15,558201,5776070.25,14892970.6,2.57839152839251,10.3476529959638
"1916","Valencia/València","2008","4","15",2008-04-15,2131795,22579893.5,57719348.6,2.55622767219872,10.5919628763554
"1917","Valladolid","2008","4","15",2008-04-15,459138,3874234.5,9949263.3,2.56805913529499,8.43806110581133
"1918","Vizcaya","2008","4","15",2008-04-15,1008416,7790075,20246184.9,2.59897175572764,7.72506088757021
"1919","Zamora","2008","4","15",2008-04-15,179667,1324738,3403942.8,2.56952152048179,7.37329615343942
"1920","Zaragoza","2008","4","15",2008-04-15,832165,8401686.5,21648036,2.57662982307183,10.0961786424567
"1921","Álava","2008","5","15",2008-05-15,271299,2154109,5572015.1,2.58669134198873,7.93998134899133
"1922","Albacete","2008","5","15",2008-05-15,330270,2933533,7574908.75,2.58217949141871,8.88222666303328
"1923","Alicante/Alacant","2008","5","15",2008-05-15,1530226,21600789.5,56405584.5,2.61127420828762,14.1160779518842
"1924","Almería","2008","5","15",2008-05-15,537974,6700819,17695314,2.64076883736152,12.4556558495392
"1925","Asturias","2008","5","15",2008-05-15,971694,8500345.75,21815974.45,2.5664808340296,8.74796566614593
"1926","Ávila","2008","5","15",2008-05-15,153661,1274765,3304771.5,2.59245547218507,8.29595668386904
"1927","Badajoz","2008","5","15",2008-05-15,565955,5674338,14353514.4,2.52954871563872,10.0261292858973
"1928","Balears (Illes)","2008","5","15",2008-05-15,882997,18562197.3,49229822.5,2.65215489870911,21.0218124183887
"1929","Barcelona","2008","5","15",2008-05-15,4591604,41021228.5,107151551.75,2.61210001914009,8.93396479748689
"1930","Burgos","2008","5","15",2008-05-15,329540,2757036,7105876.2,2.57736068734684,8.36631668386235
"1931","Cáceres","2008","5","15",2008-05-15,350565,3354668,8528269.5,2.54220969109313,9.56931810078017
"1932","Cádiz","2008","5","15",2008-05-15,979180,7671405,19612306.05,2.55654681899861,7.83451970015728
"1933","Cantabria","2008","5","15",2008-05-15,507396,4638699,12052630.2,2.5982781379003,9.14216706477781
"1934","Castellón/Castelló","2008","5","15",2008-05-15,497519,5081430,13091075.3,2.57625812025355,10.2135395834129
"1935","Ciudad Real","2008","5","15",2008-05-15,436812,4237715,10887713.3,2.56924151340994,9.70146195617336
"1936","Córdoba","2008","5","15",2008-05-15,655281,6560555.5,16770820.8,2.55631109286401,10.011820119918
"1937","Coruña (A)","2008","5","15",2008-05-15,1003599,7913177,20321743.3,2.56808906207962,7.88479960621722
"1938","Cuenca","2008","5","15",2008-05-15,187310,1727115,4448971.4,2.57595550962154,9.22062356521275
"1939","Girona","2008","5","15",2008-05-15,610434,18862505,48454695.5,2.56883672131565,30.9001546440729
"1940","Granada","2008","5","15",2008-05-15,739823,7860451.75,20403463.85,2.59571135335828,10.6247734255356
"1941","Guadalajara","2008","5","15",2008-05-15,202163,1881395,4867968.8,2.58742518184645,9.30632707270866
"1942","Guipúzcoa","2008","5","15",2008-05-15,605102,9734281.5,24814266.8,2.54916264749484,16.087009297606
"1943","Huelva","2008","5","15",2008-05-15,416526,5063545,12953137.4,2.55811637894005,12.1566120722356
"1944","Huesca","2008","5","15",2008-05-15,198505,2278989,5872000.7,2.57658141395154,11.4807637087227
"1945","Jaén","2008","5","15",2008-05-15,543630,5333733,13632243.5,2.55585412693136,9.8113293968324
"1946","León","2008","5","15",2008-05-15,446747,3619270,9345488,2.58214722858477,8.10138624322044
"1947","Lleida","2008","5","15",2008-05-15,365879,5768396,14672893.3,2.54366955736049,15.7658570183039
"1948","Lugo","2008","5","15",2008-05-15,326627,2217151,5702524.9,2.57200565049471,6.78802119849247
"1949","Madrid","2008","5","15",2008-05-15,5277397,45937398.6,119301198.1,2.59703861637476,8.70455616661017
"1950","Málaga","2008","5","15",2008-05-15,1263147,16050617.95,42248244.35,2.63218802426233,12.7068488069876
"1951","Murcia","2008","5","15",2008-05-15,1153708,12799538.5,33603003,2.62532926480123,11.0942617196032
"1952","Navarra","2008","5","15",2008-05-15,527520,7338640.5,18764489.5,2.5569435510569,13.9115872383985
"1953","Ourense","2008","5","15",2008-05-15,307996,2161153,5540143.8,2.56351299514657,7.01682164703438
"1954","Palencia","2008","5","15",2008-05-15,154848,1326652,3401534.7,2.56399922511706,8.56744678652614
"1955","Pontevedra","2008","5","15",2008-05-15,816864,6191376.75,15906598.1,2.56915363775916,7.57944621136444
"1956","Rioja (La)","2008","5","15",2008-05-15,273049,2269978,5855755.8,2.5796531067702,8.31344557204018
"1957","Salamanca","2008","5","15",2008-05-15,312250,2613575,6689905.1,2.55967596108778,8.37013610888711
"1958","Segovia","2008","5","15",2008-05-15,142172,1145524,2986862.6,2.60742035959089,8.05731086289846
"1959","Sevilla","2008","5","15",2008-05-15,1517064,14448817.75,37115909.7,2.56878523504112,9.52419789145349
"1960","Soria","2008","5","15",2008-05-15,84971,632790,1648628.1,2.60533210069691,7.44712902048934
"1961","Tarragona","2008","5","15",2008-05-15,659787,8131010.25,21315211.7,2.62147150779942,12.3236896907638
"1962","Teruel","2008","5","15",2008-05-15,129211,1032055,2680342.9,2.59709308127958,7.98736175712594
"1963","Toledo","2008","5","15",2008-05-15,558201,5413095.9,13952038.05,2.5774599799719,9.69739556181375
"1964","Valencia/València","2008","5","15",2008-05-15,2131795,21158942.45,54047281.3,2.55434700612837,9.92541142558267
"1965","Valladolid","2008","5","15",2008-05-15,459138,4002638,10275252.2,2.56712003433735,8.71772321175768
"1966","Vizcaya","2008","5","15",2008-05-15,1008416,7595679,19746334.6,2.59967997594422,7.53228727033288
"1967","Zamora","2008","5","15",2008-05-15,179667,1327324,3410585.2,2.56951972540239,7.38768944770047
"1968","Zaragoza","2008","5","15",2008-05-15,832165,8289441,21337382.8,2.57404362972123,9.96129493549957
"1969","Álava","2008","6","15",2008-06-15,271299,2188835,5655113.8,2.58361813476119,8.06798034640747
"1970","Albacete","2008","6","15",2008-06-15,330270,2961007,7648854.8,2.58319375806947,8.96541314681927
